,WBArea_Permanent_Identifier,area_skm,HRT_hrs,throughflow,order,relEvasion,lakeAreaQuants_skm,lakeHRTQuants_hrs
6073,{F33FB4B6-3DCB-486A-A47B-77CCC9E4B39F},0.001,25.63749183,1,2,0.393906349,0.001,75.3
6074,{F34930EF-B98F-43CD-8AEE-223974419E7B},0.00390623,475.5286247,1,1,0.999907422,0.004,227872.2
6075,{F35EC632-CE3D-40A2-B743-9B085B90E6B7},0.001,87.89997199,1,2,0.820352182,0.001,376.6
6076,{F3623B51-F035-442C-8792-054D97570AAE},0.001,41.01998693,1,1,0.551188914,0.001,75.3
6077,{F39304AB-7EE9-412A-A8FA-506740B169D5},0.005,645.6729199,1,1,0.999996663,97,227872.2
6078,{F399AC31-CB94-470B-AA43-9A294D8C87B1},6.173,17308.61685,53,1,1,97,227872.2
6079,{F3A7DE9E-3D2F-4FC7-A8E2-B90586ED2F12},0.002,85.43071083,1,1,0.811476057,0.004,376.6
6080,{F3B6A505-C8F6-416C-95F9-828B0C0F86AC},0.001,13.37608269,1,2,0.229908251,0.001,75.3
6081,{F3BA8674-2BC0-4C89-845F-B9118D41ED5A},0.001,615.299804,1,1,0.999993961,0.001,227872.2
6082,{F3C31008-DE96-42A1-8968-518E1A8AC250},0.001,8.545830611,1,3,0.153721622,0.001,75.3
6083,{F3D418CC-B6F7-4D0D-A309-120C08865DEE},0.003,600.039748,1,1,0.999991864,0.004,227872.2
6084,{F3D450F2-D48C-484B-974A-208D5B3326DF},0.00244171,80.85593585,1,1,0.793856188,0.004,376.6
6085,{F3D99C8C-5FEA-4E16-95DB-C32D9B7FD90A},0.002,1452.322084,1,1,1,0.004,227872.2
6086,{F3DA2453-600D-406A-9246-6D5D119A0964},0.001,13.67332898,1,2,0.234366034,0.001,75.3
6087,{F3E32736-9BDE-4B0E-8DB4-42EA5FF556F4},0.001,307.649902,1,1,0.997542595,0.001,376.6
6088,{F3EACC14-88C1-47A8-B029-17FCC08441D3},0.00306265,91.20059087,1,2,0.831567574,0.004,376.6
6089,{F3F67BC0-A3B8-42F0-AC7F-87A60A643C9B},0.002,726.1610421,1,1,0.999999307,0.004,227872.2
6090,{F3FAAED2-DC60-4804-989E-4A57B4659E2A},0.001,36.19410612,1,1,0.506829293,0.001,75.3
6091,{F423293A-90BD-406B-AFAC-0A4A97C803A5},0.001,19.22811887,1,2,0.313082151,0.001,75.3
6092,{F42EEF59-B506-4EB6-88F3-29CE42806283},0.001,307.649902,1,1,0.997542595,0.001,376.6
6093,{F430F426-CB38-4B99-9B75-8DAF9F7C72B4},0.0072721,898.6557022,1,1,0.999999976,97,227872.2
6094,{F435D2FF-1C29-426C-B91A-06CFDEBEC15B},0.002,55.8585417,1,2,0.664106822,0.004,75.3
6095,{F4364ED2-267C-490B-8468-CF8A41FC32C0},0.001,24.61199216,1,2,0.381644618,0.001,75.3
6096,{F4385124-E9AF-4F6B-B798-E6AA389EAE6F},0.001,9.766663555,1,2,0.173661487,0.001,75.3
6097,{F43BF421-55BB-40F5-8E41-23E6D2A9D478},0.001,51.27498366,1,1,0.632650486,0.001,75.3
6098,{F4472C42-D78B-407F-A0B4-746365DC381F},0.00047346,81.21598633,1,1,0.795300722,0.001,376.6
6099,{F44A7CDB-F325-4BDA-9007-B87AE0AD5798},0.00060828,332.3464617,1,1,0.998482958,0.001,376.6
6100,{F451471D-ED8C-4E8C-86CE-3C06BD0C7FF9},0.001,205.0999347,1,1,0.981789667,0.001,376.6
6101,{F45D043B-34B7-422B-B3AA-DCE17DC0E16E},0.001,87.89997199,1,1,0.820352182,0.001,376.6
6102,{F46922BB-E186-47F2-A343-9C744171B927},0.001,615.299804,1,1,0.999993961,0.001,227872.2
6103,{F4827581-D6E6-4CAE-B666-5F4FA4C2D8A0},0.001,51.27498366,1,1,0.632650486,0.001,75.3
6104,{F49E2D36-B965-4DA7-975E-3E781F1C5A5B},0.626,11028.4075,5,3,1,97,227872.2
6105,{F4ACCC12-5339-4B93-9DC2-93A24DA38099},0.002,726.1610421,1,1,0.999999307,0.004,227872.2
6106,{F4B462CA-E944-4379-897C-F82311EFEA22},0.001,307.649902,1,1,0.997542595,0.001,376.6
6107,{F4B61624-791C-481D-94D1-DF4A8F3EAF9A},0.001,615.299804,1,1,0.999993961,0.001,227872.2
6108,{F4C306A6-5995-4D87-9E7E-729357FE52F6},0.001,307.649902,1,1,0.997542595,0.001,376.6
6109,{F4CAA192-4BE0-4A55-BBDA-B88345E652E0},0.001,5.304308655,1,2,0.098411796,0.001,75.3
6110,{F4CE4E56-C836-4049-997E-2CC97C2C5E85},0.017,1715.662048,3,1,1,97,227872.2
6111,{F4D03C93-4A69-438F-B69E-CF2C4A40D361},0.001,36.19410612,1,2,0.506829293,0.001,75.3
6112,{F4D46E59-D1F2-4B8A-8F9C-DCBEBFBFDFCD},0.003,400.0264987,1,1,0.999595492,0.004,227872.2
6113,{F4D9FDF3-51F6-4D93-8CDE-CFAF3F70AB68},0.001,34.18332244,1,2,0.487076048,0.001,75.3
6114,{F4EA74A6-B5A4-49A2-951A-04EE35AB2275},0.001,205.0999347,1,1,0.981789667,0.001,376.6
6115,{F4EB255E-8095-445C-93AA-BFEF20273665},0.00558501,51.32489662,1,3,0.633008419,97,75.3
6116,{F4EF8D7C-CD88-4BCF-8D19-D810043FB80C},0.001,32.38420021,1,2,0.468732378,0.001,75.3
6117,{F4F8E12B-B0EA-4658-8588-7E7397EF948A},0.01,2133.61852,1,1,1,97,227872.2
6118,{F5032B9A-1F60-4759-A53D-5075F7928F95},0.006,5665.212125,1,1,1,97,227872.2
6119,{F509955B-B730-416F-AB9D-70FD344BCD92},0.004,1142.662175,1,1,1,0.004,227872.2
6120,{F50C6A7E-F7E0-4CD1-B3B7-2C2D0C0B7D79},0.003,480.0317984,1,1,0.999915216,0.004,227872.2
6121,{F5270D1F-2A00-452C-B0EB-B7768BC66363},0.001,23.66537708,1,2,0.370106035,0.001,75.3
6122,{F535161A-380C-4E0F-983E-AF7F6095AA50},0.001,102.5499673,1,1,0.865054335,0.001,376.6
6123,{F549949A-4262-449E-84DA-705329C7945F},0.004,214.2491578,1,1,0.984769538,0.004,376.6
6124,{F553C6B0-62BE-491E-A2C6-97880D8E19D8},0.001,615.299804,1,1,0.999993961,0.001,227872.2
6125,{F55AA0E2-DD02-4D57-B92E-5D90812D1E1B},0.001,205.0999347,1,1,0.981789667,0.001,376.6
6126,{F55B196F-367C-43B0-892B-2536970F0BCD},0.00042205,105.6532008,1,1,0.872990285,0.001,376.6
6127,{F55B2D91-A293-4899-A021-3ED9A152D12C},0.001,68.36664488,1,2,0.73690902,0.001,75.3
6128,{F55B88C7-CFCA-44AC-9187-C6D3074F2A79},0.001,615.299804,1,1,0.999993961,0.001,227872.2
6129,{F55EC970-D647-41BE-8376-7A6B2786C0E3},0.001,15.00731229,1,2,0.254056067,0.001,75.3
6130,{F563AEC9-BB80-4D9B-BA05-19DFE0F06B9E},0.001,87.89997199,1,1,0.820352182,0.001,376.6
6131,{F5678DD7-88CB-4544-B55C-9AA3103B0981},0.003,218.196272,1,1,0.985899543,0.004,376.6
6132,{F5894B6E-516F-47FF-B148-B1CE0812A2DD},0.002,290.4644168,1,1,0.996562473,0.004,376.6
6133,{F590E110-4016-4118-A0C9-69088781A097},0.00033018,2.051187589,1,3,0.039269492,0.001,75.3
6134,{F59163DE-3BF1-41FB-BE21-79265DB651D2},0.00149046,19.40114297,1,2,0.315399535,0.004,75.3
6135,{F59FE133-8C5C-4E23-B11C-7EF794BAF412},0.00384551,272.0592325,1,1,0.995075512,0.004,376.6
6136,{F5A11E1F-C5DD-4973-AA20-E2C9B01E6EA4},0.00061949,6.414183867,1,2,0.117745003,0.001,75.3
6137,{F5B240D4-E15C-4A19-9B22-00AF1BBD91AF},0.002,726.1610421,1,2,0.999999307,0.004,227872.2
6138,{F5BC8883-86B1-4B2D-AA98-9F28C57EC648},0.004,3427.986524,1,1,1,0.004,227872.2
6139,{F5C47C5A-6E9B-4C38-A416-D970A2F0632C},0.012,1114.323,1,1,1,97,227872.2
6140,{F5E0CE30-5285-4F99-A9D1-B6E946773334},0.088,3288.96741,1,1,1,97,227872.2
6141,{F600347A-37D5-43D2-A0F0-AB321257285D},0.028,2122.477389,1,1,1,97,227872.2
6142,{F6010FE6-6C5A-4F95-9110-C62E496E9912},0.001,7.41325065,1,3,0.134793202,0.001,75.3
6143,{F6084135-BB98-4247-8020-F8DBE5012D1B},0.004,54.41248451,1,1,0.654485074,0.004,75.3
6144,{F60D3974-A9FE-4B87-94FF-DA9FDF485E64},0.00201409,112.6930539,1,1,0.889306003,0.004,376.6
6145,{F6171602-8CA2-491B-84F7-75141B996923},0.001,123.0599608,1,1,0.909595359,0.001,376.6
6146,{F623F035-E1A4-4BD7-8EA4-FB99E44147C3},0.003,800.0529973,1,1,0.999999836,0.004,227872.2
6147,{F6402C54-7B64-4BBB-B363-3618AFDEACFE},0.001,615.299804,1,1,0.999993961,0.001,227872.2
6148,{F6541747-5F7C-4978-882D-AE48C2365F14},0.005,282.4819024,1,2,0.99598251,97,376.6
6149,{F6562C53-0C86-4DA4-8916-A3A8AE208066},0.008,622.4033454,1,1,0.999994743,97,227872.2
6150,{F65ECFBD-28F3-4645-816A-AF3B49E68B61},0.00038375,46.95293433,1,1,0.600294975,0.001,75.3
6151,{F65F7A4B-DD2D-4B12-8D8E-9D5F53BAA894},0.00133258,58.54509365,1,1,0.681276909,0.004,75.3
6152,{F6737303-F053-43E0-B14C-3147899B5D6B},0.005,2259.85522,1,1,1,97,227872.2
6153,{F67D862E-BC2D-4CF5-B1A4-79E03C3E0177},0.002,181.5402605,1,2,0.971149467,0.004,376.6
6154,{F67EADFE-5FBB-4E29-8A31-6EB01675EE15},0.001,8.314862216,1,2,0.149895439,0.001,75.3
6155,{F684E0C9-0289-4062-9672-495C176745BC},0.001,12.55713886,1,3,0.217491886,0.001,75.3
6156,{F690B519-F121-490A-9E9E-5C2F63684788},0.018,818.4754293,1,1,0.999999886,97,227872.2
6157,{F69C8A67-B376-4F6C-BF75-4E248E3E445F},0.001,123.0599608,1,1,0.909595359,0.001,376.6
6158,{F6AE4A91-CC22-4F20-8D3F-06D1796C50F0},0.001,307.649902,1,1,0.997542595,0.001,376.6
6159,{F6B12CB8-2F9D-4404-A561-BEDF8B7D0401},0.00180364,7.697476347,1,3,0.139582793,0.004,75.3
6160,{F6C02168-D960-4F23-9A14-E946F2EDAE37},0.008,1348.540582,1,1,1,97,227872.2
6161,{F6C5E77F-5E6D-4BC2-8793-66AA8E152F67},0.001,76.9124755,1,1,0.777351792,0.001,376.6
6162,{F6C82801-62B6-41AD-83AB-3C743C48C898},0.00208766,51.05331855,1,1,0.631056673,0.004,75.3
6163,{F6DAC7AA-6938-469D-9DB2-D8F8DC2261F2},0.003,2400.158992,1,1,1,0.004,227872.2
6164,{F6DFE5B3-9F4C-4224-86C8-14DF96B45732},0.006,472.1010104,1,1,0.999901012,97,227872.2
6165,{F6E42001-35E0-445C-B386-D9EE1B3E0186},0.001,153.824951,1,1,0.950427775,0.001,376.6
6166,{F6E9BA9C-F9FE-41A0-803D-E925673A34BF},0.001,68.36664488,1,1,0.73690902,0.001,75.3
6167,{F6EF4493-A3F4-44BD-91AB-9C69D7F6CC67},0.001,24.61199216,3,1,0.588925137,0.001,75.3
6168,{F727BC1F-12C6-44A3-BE55-E12493C6A935},0.002,111.7170834,1,1,0.887175773,0.004,376.6
6169,{F72E3F23-83DD-4489-9264-A17969F0CBDA},0.014,1245.07657,1,1,1,97,227872.2
6170,{F76AE4D0-F805-446B-8334-F298A388DB81},0.00037,179.5100272,1,1,0.9699825,0.001,376.6
6171,{F77DFD32-619B-421A-A213-4C8D188808DA},0.004,81.61872676,1,3,0.796904538,0.004,376.6
6172,{F7A2982B-5D24-48D6-9F8D-A696AFA0D208},0.00123919,133.7621943,1,1,0.926647807,0.004,376.6
6173,{F7A6CD73-A086-4EFA-8D91-94DCE4E09671},0.001,26.75216539,1,1,0.406958698,0.001,75.3
6174,{F7A79FD3-6881-42C2-B9DA-73A53F3B7509},0.001,27.96817291,1,2,0.420877258,0.001,75.3
6175,{F7A805FE-EF7E-456C-8876-BC3254881229},0.002,111.7170834,1,1,0.887175773,0.004,376.6
6176,{F7AA9F76-B18B-4A28-9363-CD3C7E38210F},0.01669597,2876.103947,1,1,1,97,227872.2
6177,{F7B1717B-850D-4DD8-9178-4FE527DC5ACD},0.001,61.5299804,1,1,0.699326354,0.001,75.3
6178,{F7B243B1-EF60-4CFA-B6CE-F1C4B535EDE0},0.008,1348.540582,1,1,1,97,227872.2
6179,{F7BE2131-8DA1-4AA0-A211-4D909F09AD2A},0.001,51.27498366,1,1,0.632650486,0.001,75.3
6180,{F7C7A7B6-859F-4899-B22A-800F759CD347},0.001,3.729089721,1,2,0.070243087,0.001,75.3
6181,{F7CD714C-B8C6-4ECB-86F3-4893A4A6544B},0.002,1452.322084,1,1,1,0.004,227872.2
6182,{F7DD413A-C704-4045-AEE2-E12A0C590CDA},0.001,307.649902,1,1,0.997542595,0.001,376.6
6183,{F7DF7B08-D66C-403B-AA29-2019FFB3F74E},0.0034466,407.2077562,1,1,0.999648427,0.004,227872.2
6184,{F7EDBB6D-F84D-4FCE-9C20-C793C004C09C},0.008,622.4033454,1,2,0.999994743,97,227872.2
6185,{F7EEE0D9-F658-44B2-A0E3-B9C589BE0DE0},0.007,685.7459452,1,1,0.999998474,97,227872.2
6186,{F7F47F70-6D3D-466A-8B7A-8051BC151128},0.011,353.0964869,1,2,0.998988436,97,376.6
6187,{F7FA0ABF-6C15-497B-AD94-86069D3FD301},0.001,123.0599608,1,1,0.909595359,0.001,376.6
6188,{F7FAF925-82E1-493B-A8EF-D033BEE4EA4D},0.161,79.84085131,7,3,0.926690688,97,376.6
6189,{F8143CBF-3D8E-4E28-8F6B-05A5956EF4FA},0.001,25.63749183,1,2,0.393906349,0.001,75.3
6190,{F81B79E2-E726-4046-8A21-B865479636EB},0.001,307.649902,1,1,0.997542595,0.001,376.6
6191,{F81FA82F-DE9D-4967-A253-BDEF396FF5B3},0.00214269,17.38217068,3,2,0.246276363,0.004,75.3
6192,{F821813F-A556-453F-AC05-CD6A95BA5F0F},0.008,1618.248698,1,1,1,97,227872.2
6193,{F8390E1E-5D14-4D34-92B6-B90F95A8FA0E},0.001,307.649902,1,1,0.997542595,0.001,376.6
6194,{F83F40D6-F9D9-4882-B64D-0025C0AFE72C},0.00341458,47.7572895,1,2,0.606525157,0.004,75.3
6195,{F84BB0EB-7B1B-427F-8CBD-E074151C45BE},0.001,307.649902,1,1,0.997542595,0.001,376.6
6196,{F85152B1-0A13-4881-9DF0-7DF68FDF9B04},0.00127101,29.57803484,1,2,0.438802693,0.004,75.3
6197,{F867AB80-739E-4D81-B71D-FDB01275DEFA},0.004,3427.986524,1,1,1,0.004,227872.2
6198,{F86A782A-2193-4646-B3D7-CA1BA0B24E20},0.001,23.66537708,1,2,0.370106035,0.001,75.3
6199,{F86A7FD3-79D9-4375-A3B1-5EC24A9695B6},0.002,145.2322084,1,2,0.94136957,0.004,376.6
6200,{F86D4C68-A5EE-42B6-8DBE-59F23606BD62},0.001,55.93634581,3,1,0.459945191,0.001,75.3
6201,{F86EF9F8-17C0-4EEC-91BF-B445DE6A882A},0.001,27.96817291,1,2,0.420877258,0.001,75.3
6202,{F873A9B0-A4F1-43DB-B216-69538C82FFCC},0.00379852,200.9597386,1,2,0.980255983,0.004,376.6
6203,{F87BCBCE-2C9D-4055-96A8-00E29CC2985A},0.009,2340.632627,1,1,1,97,227872.2
6204,{F87BE7B9-3C7F-43DA-ABEC-021F6582CE08},0.002,145.2322084,1,1,0.94136957,0.004,376.6
6205,{F887F31A-9946-4A00-AAE3-7A5ECE14B45C},0.006,2832.606062,1,1,1,97,227872.2
6206,{F88E85A7-FC54-4DB6-9CAB-FC84AE70600C},0.009,425.5695686,1,1,0.999754378,97,227872.2
6207,{F8A2DC9A-1B87-4217-83D3-3FABE44A519F},0.001,123.0599608,1,1,0.909595359,0.001,376.6
6208,{F8A7C11A-A51F-4FF8-8D97-F57D7E53623A},0.001,153.824951,1,1,0.950427775,0.001,376.6
6209,{F8C4044B-35AF-4F21-8FAC-3B82FA8288C1},0.001,34.18332244,1,2,0.487076048,0.001,75.3
6210,{F8C8037F-B037-4EC2-A3E1-64A6345121B2},0.00132709,873.6959919,1,1,0.999999961,0.004,227872.2
6211,{F8D6B0F4-F36B-46B7-AEE3-AC6568CA81A0},0.002,23.80855876,1,2,0.371865043,0.004,75.3
6212,{F8D9DA58-C5B1-4862-9D90-8FB83A543753},0.004,428.4983155,1,1,0.999768033,0.004,227872.2
6213,{F8F6F54B-3957-481A-8D0A-8FF4B7DC3C25},0.001,51.27498366,1,1,0.632650486,0.001,75.3
6214,{F8F96DF5-6CB5-4DFF-A0BD-ACFFF1EC36AA},0.001,29.29999066,1,2,0.435746863,0.001,75.3
6215,{F9011293-3319-4576-9F44-A43052C0BBFD},0.011,12005.28055,1,1,1,97,227872.2
6216,{F901DE57-FA1A-441D-8C4D-E3068ECF8A14},0.002,20.74745835,1,2,0.333166235,0.004,75.3
6217,{F904173E-0DF7-4D9E-A552-79CE1A286E9A},0.001,29.29999066,1,2,0.435746863,0.001,75.3
6218,{F9227447-CCD1-40A4-A504-7931814290EF},0.00097695,298.888088,1,1,0.997083946,0.001,376.6
6219,{F9259276-FC07-4E7A-AC28-A90E3966CA36},0.002,726.1610421,1,1,0.999999307,0.004,227872.2
6220,{F927EB49-C8B3-49A9-88D5-ACBF14C9C93C},0.001,87.89997199,1,2,0.820352182,0.001,376.6
6221,{F9320DB5-52EA-4D25-A844-689F74E3B020},0.002,121.0268403,1,1,0.905933303,0.004,376.6
6222,{F94796F0-462E-4BEC-B0DF-A07DF71E4C0E},0.001,307.649902,1,1,0.997542595,0.001,376.6
6223,{F94B7E9F-C2FC-4A99-875A-81BA22B47E52},0.001,19.84838077,3,2,0.150994408,0.001,75.3
6224,{F94B8277-4FD4-425A-86C8-4ECD892CAE08},0.001,307.649902,1,1,0.997542595,0.001,376.6
6225,{F954FAC3-EFCD-4195-A954-EA56E167F458},0.004,3427.986524,1,1,1,0.004,227872.2
6226,{F95CBD38-7013-4679-8A47-A2356F2896D6},0.002,242.0536807,1,1,0.991151456,0.004,376.6
6227,{F973D340-7493-4067-BB01-4CA21310DE10},0.001,68.36664488,1,1,0.73690902,0.001,75.3
6228,{F98D9663-834C-4F01-8990-D9D8BE687A5A},0.001,153.824951,1,1,0.950427775,0.001,376.6
6229,{F9A3082D-B519-4AC5-8F7A-1408CDA8ADD5},0.001,153.824951,1,1,0.950427775,0.001,376.6
6230,{F9AB7FA5-5BEE-4F73-81FC-495608401D80},0.00095953,27.83800028,1,1,0.419403037,0.001,75.3
6231,{F9B471F6-E222-48ED-858D-4F4CD5BDCF0B},0.001,15.77691805,1,2,0.265184518,0.001,75.3
6232,{F9B680B3-B160-4962-8965-665F9816F01A},0.001,26.75216539,1,2,0.406958698,0.001,75.3
6233,{F9C6005F-76B0-4686-A98E-FFF8CAFBA506},0.002,207.4745835,1,2,0.982614955,0.004,376.6
6234,{F9C7440C-36B9-419E-9380-E6ADEF48FAA6},0.003,82.76410317,1,2,0.801397368,0.004,376.6
6235,{F9C7BA59-B95F-4D11-8408-EF57E8D2FFE9},0.00036401,21.98954213,1,1,0.349148246,0.001,75.3
6236,{F9CFF51A-2A04-4A38-9957-A22CE59D9FE3},0.01992664,964.0781663,1,2,0.999999993,97,227872.2
6237,{F9ED2AAB-1C52-42C2-BC11-6B074F79FAD0},0.005,4519.710439,1,1,1,97,227872.2
6238,{F9F22F73-471B-4EDA-A04E-D8BA7AF37C50},0.001,123.0599608,1,1,0.909595359,0.001,376.6
6239,{F9FEF4EC-4813-489C-A2C8-AE8F0FAEB6EA},0.001,22.78888163,1,1,0.359230272,0.001,75.3
6240,{F9FFB724-612B-4756-B6D0-6FFCA24126A9},0.106,1367.790562,3,1,1,97,227872.2
6241,{FA193612-5B01-433A-AEAB-9665528A7BBE},0.002,484.1073614,1,1,0.999921703,0.004,227872.2
6242,{FA19D377-A709-477A-BD4A-697B1A8401D3},0.001,34.18332244,1,1,0.487076048,0.001,75.3
6243,{FA1B4966-C9D4-4266-839D-D1FCEFF6248F},0.006,1888.404042,1,1,1,97,227872.2
6244,{FA217DED-F4B6-4EC6-A2D5-02B20FFC7251},0.00075353,8.024548294,1,2,0.145061601,0.001,75.3
6245,{FA2580C4-347D-4501-A6A7-314EB6D314EB},0.002,242.0536807,1,2,0.991151456,0.004,376.6
6246,{FA284B0F-4FFB-4EAC-86B9-2D1E28090B22},0.002,242.0536807,1,1,0.991151456,0.004,376.6
6247,{FA31C151-F0BF-4BE1-B35B-24E304343E14},0.011,2401.056111,1,1,1,97,227872.2
6248,{FA3E200F-ED22-4890-A693-F5FA60CFA217},0.001,102.5499673,1,1,0.865054335,0.001,376.6
6249,{FA567ED1-BC87-465F-AE9D-AC4A10C25C07},0.00086256,64.03829352,1,1,0.713701184,0.001,75.3
6250,{FA59D7B2-4C9C-4286-9458-6E89C083FDA4},0.001,15.3824951,1,2,0.259502084,0.001,75.3
6251,{FA5AEB65-47CD-4FE6-B9A2-E24839231CA5},0.00394194,240.4603323,1,2,0.990871766,0.004,376.6
6252,{FA673D9A-5D33-4A07-94DF-448642A74043},0.001,18.6454486,1,2,0.305220366,0.001,75.3
6253,{FA6F22A9-6779-4AD7-9623-4A18117498A9},0.001,205.0999347,1,1,0.981789667,0.001,376.6
6254,{FA9473D6-B648-4AF6-A32B-C8B3387898A4},0.002,1452.322084,1,1,1,0.004,227872.2
6255,{FA9DB523-EAC7-4163-94FE-E9B73D74985F},0.003,2400.158992,1,1,1,0.004,227872.2
6256,{FABC82D3-0788-42FD-8444-48257454CF18},0.001,307.649902,1,1,0.997542595,0.001,376.6
6257,{FABCA288-980A-441E-8AA1-426A35FAB531},0.001,307.649902,1,1,0.997542595,0.001,376.6
6258,{FAC1A6D0-DB21-4242-8E21-51D2E94E760C},0.001,307.649902,1,1,0.997542595,0.001,376.6
6259,{FAD62FFE-15F7-4140-B9BE-89F5FBD08D19},0.002,207.4745835,1,2,0.982614955,0.004,376.6
6260,{FADD378B-BE1D-4E08-8481-8F7AEC13FCFC},0.001,41.01998693,1,1,0.551188914,0.001,75.3
6261,{FAFE34CE-03FA-4A4F-8C7F-B7D6C376C78A},0.029,1596.091877,3,2,1,97,227872.2
6262,{FB018105-7A27-4B68-8217-78C6E4325358},0.004,1142.662175,1,1,1,0.004,227872.2
6263,{FB29F023-5A4E-46A0-96DE-95466BEABA65},0.006,1416.303031,1,1,1,97,227872.2
6264,{FB44FE28-DB95-4E54-A843-C6AB8A06FBF4},0.001,55.93634581,1,1,0.66461685,0.001,75.3
6265,{FB481D1E-F62D-4010-A37B-847F8D180CAD},0.004,95.22184789,3,3,0.884552618,0.004,376.6
6266,{FB4EBA6A-3A30-4FA1-A66F-1F7306515494},0.006,111.0825907,1,2,0.885768939,97,376.6
6267,{FB56D0EA-905C-4C3F-AC8F-F3685D9950A3},0.001,17.5799944,1,2,0.290611099,0.001,75.3
6268,{FB5D4BF9-80D6-41E4-82A8-D24D56EA94C4},0.002,726.1610421,1,1,0.999999307,0.004,227872.2
6269,{FB5EC177-6D7B-45B5-AE39-6941DDB77DE9},0.011,4001.760185,1,1,1,97,227872.2
6270,{FB5F6C6E-2266-4D34-8189-6E71B3153A90},0.004,3427.986524,1,1,1,0.004,227872.2
6271,{FB62C883-D2BC-4184-8A84-972E2F04D269},0.003,32.43458097,1,3,0.469254875,0.004,75.3
6272,{FB6F6C65-0FD1-4D51-8873-0013DA616DE4},0.00042689,107.1564413,1,1,0.876665017,0.001,376.6
6273,{FB7CB687-6008-4DBD-BB49-879FCD8E3D82},0.001,205.0999347,1,1,0.981789667,0.001,376.6
6274,{FB7E56ED-3B71-465C-9E7E-4C35498FAF1D},0.004,201.6462661,1,1,0.980518952,0.004,376.6
6275,{FB8F1281-81C1-4975-BCB9-25DB1FD888D6},0.003,1200.079496,1,1,1,0.004,227872.2
6276,{FB952D8F-74D6-44BF-8C21-2481B78A26E5},0.002,1452.322084,1,1,1,0.004,227872.2
6277,{FB9FABA7-3AE8-46AF-8402-8FA212934ED7},0.008,8091.24349,1,1,1,97,227872.2
6278,{FBB089CB-F02C-4D12-B7CC-B17BE4CD0009},0.001,29.29999066,1,2,0.435746863,0.001,75.3
6279,{FBB31E44-9531-4375-8BD1-407E83C47852},0.009,3120.843503,1,1,1,97,227872.2
6280,{FBC65394-1806-4A96-9726-9E9AD76CC4BF},0.006,566.5212125,1,2,0.999984343,97,227872.2
6281,{FBD15DAB-86E1-4DBC-8C80-F002234609DA},0.001,102.5499673,1,1,0.865054335,0.001,376.6
6282,{FBDD809E-7FAD-4C82-AAE2-F4CBB2DC613B},0.004,285.6655437,1,1,0.996224706,0.004,376.6
6283,{FBE5DBFC-ADFE-41D2-AE4E-695DE9059D6B},0.001,9.46615083,1,2,0.168797236,0.001,75.3
6284,{FBE62C52-95E2-4E2D-B924-94B711C76779},0.26,15320.99359,1,1,1,97,227872.2
6285,{FBEABD26-6942-4C1E-A484-68885C889CEB},0.001,615.299804,1,1,0.999993961,0.001,227872.2
6286,{FBFCC82E-2F95-4333-ABE1-51161FAF79E8},0.001,87.89997199,1,1,0.820352182,0.001,376.6
6287,{FC00A7F7-C954-421D-B9EE-064CFE68703F},0.003,2400.158992,1,1,1,0.004,227872.2
6288,{FC042932-5CA6-4D5D-BDCB-B0503AF32B80},0.01,296.3359055,3,1,0.86321082,97,376.6
6289,{FC0E47BE-F628-4A1A-A0A7-0C575E6387C2},0.003,400.0264987,1,1,0.999595492,0.004,227872.2
6290,{FC162E20-5E22-46CF-A263-FC20E16D59C4},0.004,571.3310873,3,1,0.962813365,0.004,227872.2
6291,{FC199568-9C0F-4728-BC04-FE5CAC436703},0.00064073,177.2258953,1,1,0.968613072,0.001,376.6
6292,{FC1C2094-83E9-4B18-83AB-1B47FD6F9748},0.001,34.18332244,1,1,0.487076048,0.001,75.3
6293,{FC26BE0A-2911-4C1D-8F52-27B58FCFCF0D},0.063,21.31655511,1,6,0.340536997,97,75.3
6294,{FC3454FC-3776-411B-BD97-443005B547CE},0.00081882,30.01976399,1,1,0.443623499,0.001,75.3
6295,{FC36AB1A-4B19-42CF-B701-45717FE86074},0.00096259,83.84411094,1,1,0.805542703,0.001,376.6
6296,{FC3A598E-88DA-48AC-B354-C5BC2727FA18},0.003,800.0529973,1,1,0.999999836,0.004,227872.2
6297,{FC3BFC8F-8609-431E-BBE5-F0EF046DD394},0.003,109.098136,1,1,0.881254656,0.004,376.6
6298,{FC3C96A2-1B87-40EC-AE16-C54DF1751562},0.001,21.974993,1,2,0.348963276,0.001,75.3
6299,{FC499C63-BF9A-4A3B-BDF7-0CF8965E816A},0.001,30.7649902,1,2,0.451662836,0.001,75.3
6300,{FC4E2BEA-D647-4CD3-84ED-359CD0424244},0.002,44.00976013,1,2,0.576645712,0.004,75.3
6301,{FC544DD4-2D16-412A-82D4-3F06CC0423BF},0.002,363.080521,1,1,0.999167647,0.004,376.6
6302,{FC5D4ED1-9B2F-4ED8-B521-5BD61601C4E8},0.006,314.7340069,1,1,0.997860124,97,376.6
6303,{FC62EE35-D4D8-4839-8C26-DD39FE7F79A8},0.001,123.0599608,1,1,0.909595359,0.001,376.6
6304,{FC736013-5BC1-442C-B0E9-C910BEDFF5D2},0.00191586,688.5024536,1,1,0.999998554,0.004,227872.2
6305,{FC800C92-2D2F-4176-AF33-943C16C783A3},0.00057132,9.609712817,1,2,0.171124565,0.001,75.3
